INFO:	Wczytywanie zadañMon Dec 21 13:48:24 2020
	Mon Dec 21 13:48:24 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:24 2020
	Mon Dec 21 13:48:24 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:25 2020
	Mon Dec 21 13:48:25 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:25 2020
	Mon Dec 21 13:48:25 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:26 2020
	Mon Dec 21 13:48:26 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:27 2020
	Mon Dec 21 13:48:27 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:27 2020
	Mon Dec 21 13:48:27 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:28 2020
	Mon Dec 21 13:48:28 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:28 2020
	Mon Dec 21 13:48:28 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:29 2020
	Mon Dec 21 13:48:29 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:29 2020
	Mon Dec 21 13:48:29 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:30 2020
	Mon Dec 21 13:48:30 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:30 2020
	Mon Dec 21 13:48:30 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:31 2020
	Mon Dec 21 13:48:31 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:31 2020
	Mon Dec 21 13:48:31 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:32 2020
	Mon Dec 21 13:48:32 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:52 2020
	Mon Dec 21 13:48:52 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:53 2020
	Mon Dec 21 13:48:53 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:53 2020
	Mon Dec 21 13:48:53 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:54 2020
	Mon Dec 21 13:48:54 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:54 2020
	Mon Dec 21 13:48:54 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:55 2020
	Mon Dec 21 13:48:55 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:55 2020
	Mon Dec 21 13:48:55 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:56 2020
	Mon Dec 21 13:48:56 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:56 2020
	Mon Dec 21 13:48:56 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:57 2020
	Mon Dec 21 13:48:57 2020
INFO:	Wczytywanie zadañMon Dec 21 13:48:57 2020
	Mon Dec 21 13:48:57 2020
INFO:	Wczytywanie zadañMon Dec 21 13:49:02 2020
	Mon Dec 21 13:49:02 2020
INFO:	Wczytywanie zadañMon Dec 21 13:49:07 2020
	Mon Dec 21 13:49:07 2020
INFO:	Wczytywanie zadañMon Dec 21 13:49:09 2020
	Mon Dec 21 13:49:09 2020
INFO:	Wczytywanie zadañMon Dec 21 13:49:11 2020
	Mon Dec 21 13:49:11 2020
INFO:	Wczytywanie zadañMon Dec 21 13:49:12 2020
	Mon Dec 21 13:49:12 2020
INFO:	Wczytywanie zadañMon Dec 21 13:49:32 2020
	Mon Dec 21 13:49:32 2020
INFO:	Wczytywanie zadañMon Dec 21 14:11:48 2020
	Mon Dec 21 14:11:48 2020
INFO:	Wczytywanie zadañMon Dec 21 14:11:53 2020
	Mon Dec 21 14:11:53 2020
INFO:	Wczytywanie zadañMon Dec 21 14:11:58 2020
	Mon Dec 21 14:11:58 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:23:11 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:23:22 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:24:07 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:24:17 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:24:53 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:25:03 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:25:57 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:26:51 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:28 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:33 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:38 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:43 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:48 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:53 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:28:58 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:03 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:08 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:13 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:18 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:23 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:28 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:33 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:38 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:43 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:48 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:53 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:29:58 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:30:03 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:30:08 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:30:13 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:30:18 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:30:26 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:30:43 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:31:11 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:32:31 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:33:18 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:34:20 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:34:32 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:34:56 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:35:55 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:36:23 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:36:41 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:36:47 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 14:37:14 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:22:07 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:23:08 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:23:32 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:23:47 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:24:00 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:25:02 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:25:30 2020
INFO:	Wczytywanie zadañ	Mon Dec 21 15:25:44 2020
